act,song,speaker,line
The Cyclops Saga,Polyphemus,Polites,"Look at all this food, look at all these sheep"
The Cyclops Saga,Polyphemus,Polites,I can't believe this cave has all this for us to keep
The Cyclops Saga,Polyphemus,Eurylochus,"I've gotta hand it to you both, this is quite the treat"
The Cyclops Saga,Polyphemus,Eurylochus,There are enough sheep here to feed the entire fleet
The Cyclops Saga,Polyphemus,Odysseus,"It's almost too perfect, too good to be true"
The Cyclops Saga,Polyphemus,Odysseus,Why would the lotus eaters pass up on all this food?
The Cyclops Saga,Polyphemus,Polyphemus,Who are you?
The Cyclops Saga,Polyphemus,Odysseus,Hey there
The Cyclops Saga,Polyphemus,Odysseus,We're just travellers
The Cyclops Saga,Polyphemus,Odysseus,We come in peace
The Cyclops Saga,Polyphemus,Polyphemus,You killed my sheep
The Cyclops Saga,Polyphemus,Polyphemus,My favourit? sheep
The Cyclops Saga,Polyphemus,Polyphemus,What gives you the right to deal a pain so deep
The Cyclops Saga,Polyphemus,Polyphemus,Don't you know that pain you sow is pain you r?ap?
The Cyclops Saga,Polyphemus,Polyphemus,Time to drink
The Cyclops Saga,Polyphemus,Polyphemus,Your blood over where you stand
The Cyclops Saga,Polyphemus,Polyphemus,Your life now is in my hand
The Cyclops Saga,Polyphemus,Polyphemus,Before I'm done
The Cyclops Saga,Polyphemus,Polyphemus,You will learn that it's not so fun to take
The Cyclops Saga,Polyphemus,Polyphemus,You came to my home to steal
The Cyclops Saga,Polyphemus,Polyphemus,But now you'll become my meal
The Cyclops Saga,Polyphemus,Polyphemus,"A trade, you see?"
The Cyclops Saga,Polyphemus,Polyphemus,Take from you like you took from me
The Cyclops Saga,Polyphemus,Odysseus,There's been a misunderstanding
The Cyclops Saga,Polyphemus,Odysseus,We never came here to steal
The Cyclops Saga,Polyphemus,Odysseus,But now that I see we've done some damage
The Cyclops Saga,Polyphemus,Odysseus,Maybe you and I can make a deal
The Cyclops Saga,Polyphemus,Odysseus,I'll give you our finest treasure
The Cyclops Saga,Polyphemus,Odysseus,So long as we leave alive
The Cyclops Saga,Polyphemus,Odysseus,You can keep the world's best tasting wine
The Cyclops Saga,Polyphemus,Polyphemus,Wine?
The Cyclops Saga,Polyphemus,Odysseus,Have a drink
The Cyclops Saga,Polyphemus,Odysseus,One sip and you'll understand
The Cyclops Saga,Polyphemus,Odysseus,The power that's in your hands
The Cyclops Saga,Polyphemus,Odysseus,A wine so fresh
The Cyclops Saga,Polyphemus,Odysseus,You'd never wanna eat human flesh again
The Cyclops Saga,Polyphemus,Odysseus,Then we shall be on our way
The Cyclops Saga,Polyphemus,Odysseus,No bloodshed in here today
The Cyclops Saga,Polyphemus,Odysseus,"A trade, you see?"
The Cyclops Saga,Polyphemus,Odysseus,A gift from you and a gift from me
The Cyclops Saga,Polyphemus,Polyphemus,"Ah, I'd like to thank you"
The Cyclops Saga,Polyphemus,Polyphemus,"Stranger, what's your name?"
The Cyclops Saga,Polyphemus,Odysseus,"My name is Nobody, Nobody, Nobody"
The Cyclops Saga,Polyphemus,Polyphemus,"Nobody, for your gift I've one to reply"
The Cyclops Saga,Polyphemus,Odysseus,I'm so glad we see eye to eye
The Cyclops Saga,Polyphemus,Polyphemus,"Yes, you shall be the final man to die"
The Cyclops Saga,Polyphemus,Odysseus,What?
The Cyclops Saga,Polyphemus,Odysseus,Watch out!
The Cyclops Saga,Survive,Ensemble,Po-ly-phe-mus
The Cyclops Saga,Survive,Ensemble,Po-ly-phe-mus
The Cyclops Saga,Survive,Odysseus,My brothers
The Cyclops Saga,Survive,Odysseus,The rest of our fleet
The Cyclops Saga,Survive,Odysseus,They wait at the beach
The Cyclops Saga,Survive,Odysseus,"And if we're defeated, they’re good as dead"
The Cyclops Saga,Survive,Odysseus,"Straight ahead, that is who we're fighting"
The Cyclops Saga,Survive,Ensemble,Po-ly-phe-mus
The Cyclops Saga,Survive,Odysseus,"No backup, no chance for support"
The Cyclops Saga,Survive,Soldiers,"No backup, no chance for support"
The Cyclops Saga,Survive,Odysseus,So draw out your swords
The Cyclops Saga,Survive,Soldiers,So draw out your swords
The Cyclops Saga,Survive,Odysseus,Our foe must be thwarted right here and now
The Cyclops Saga,Survive,Soldiers,Our foe must be thwarted right here and now
The Cyclops Saga,Survive,Odysseus,Show me how great is your will to survive
The Cyclops Saga,Survive,Soldiers,Show me how great is your will to survive
The Cyclops Saga,Survive,Odysseus,Six hundred lives at stake
The Cyclops Saga,Survive,Soldiers,Six hundred lives at stake
The Cyclops Saga,Survive,Odysseus,It's just one life to take
The Cyclops Saga,Survive,Soldiers,It's just one life to take
The Cyclops Saga,Survive,Odysseus,And when we kill him then our journey’s over
The Cyclops Saga,Survive,Soldiers,And when we kill him then our journey’s over
The Cyclops Saga,Survive,Odysseus,No dying on me now
The Cyclops Saga,Survive,Soldiers,No dying on me now
The Cyclops Saga,Survive,Odysseus,Defeat is not allowed
The Cyclops Saga,Survive,Soldiers,Defeat is not allowed
The Cyclops Saga,Survive,Odysseus,We must live through this day so
The Cyclops Saga,Survive,Soldiers,We must live through this day so
The Cyclops Saga,Survive,Odysseus,"Fight, fight, fight"
The Cyclops Saga,Survive,Soldiers,"Fight, fight, fight"
The Cyclops Saga,Survive,Odysseus,"Surround him, surround him"
The Cyclops Saga,Survive,Soldiers,"Surround him, surround him"
The Cyclops Saga,Survive,Odysseus,"Attack from behind, keep distance in mind"
The Cyclops Saga,Survive,Soldiers,"Attack from behind, keep distance in mind"
The Cyclops Saga,Survive,Odysseus,"And stay in his blindspot and strike his heels, strike the heels"
The Cyclops Saga,Survive,Soldiers,"And stay in his blindspot and strike his heels, strike the heels"
The Cyclops Saga,Survive,Odysseus,"Show him that we're deadly, ha, ha"
The Cyclops Saga,Survive,Soldiers,"Show him that we're deadly, ha, ha"
The Cyclops Saga,Survive,Odysseus,"Exhaust him, exhaust him"
The Cyclops Saga,Survive,Soldiers,"Exhaust him, exhaust him"
The Cyclops Saga,Survive,Odysseus,"Don't let him get close, he's strong but he's slow"
The Cyclops Saga,Survive,Soldiers,"Don't let him get close, he's strong but he's slow"
The Cyclops Saga,Survive,Odysseus,He can't land a blow if we're out of reach
The Cyclops Saga,Survive,Soldiers,He can't land a blow if we're out of reach
The Cyclops Saga,Survive,Odysseus,Find a breach
The Cyclops Saga,Survive,Soldiers,Find a breach
The Cyclops Saga,Survive,Odysseus,Stand up and fight for your lives
The Cyclops Saga,Survive,Soldiers,Stand up and fight for your lives
The Cyclops Saga,Survive,Soldiers,Six hundred lives at stake
The Cyclops Saga,Survive,Odysseus,Six hundred lives at stake
The Cyclops Saga,Survive,Soldiers,It's just one life to take
The Cyclops Saga,Survive,Odysseus,It's just one life to take
The Cyclops Saga,Survive,Soldiers,And when we kill him then our journey’s over
The Cyclops Saga,Survive,Odysseus,And when we kill him then our journey’s over
The Cyclops Saga,Survive,Soldiers,Push forward
The Cyclops Saga,Survive,Odysseus,Push forward
The Cyclops Saga,Survive,Soldiers,No dying on us now
The Cyclops Saga,Survive,Odysseus,No dying on us now
The Cyclops Saga,Survive,Soldiers,Defeat is not allowed
The Cyclops Saga,Survive,Odysseus,Defeat is not allowed
The Cyclops Saga,Survive,Soldiers,We must live through this day so
The Cyclops Saga,Survive,Odysseus,We must live through this day so
The Cyclops Saga,Survive,Soldiers,"Fight, fight, fight"
The Cyclops Saga,Survive,Odysseus,"Fight, fight, fight"
The Cyclops Saga,Survive,Polites,Captain…
The Cyclops Saga,Survive,Polyphemus,Enough
The Cyclops Saga,Survive,Polyphemus,You’ve hurt me enough
The Cyclops Saga,Survive,Polyphemus,Six hundred lives I'll take
The Cyclops Saga,Survive,Polyphemus,Six hundred lives I'll break
The Cyclops Saga,Survive,Polyphemus,And when I kill you then my pain is over
The Cyclops Saga,Survive,Polyphemus,You're dying here and now
The Cyclops Saga,Survive,Polyphemus,Escape is not allowed
The Cyclops Saga,Survive,Polyphemus,You won’t live through this day now die
The Cyclops Saga,Survive,Polyphemus,Die...
The Cyclops Saga,Remember Them,Eurylochus,Captain!
The Cyclops Saga,Remember Them,Eurylochus,Captain!
The Cyclops Saga,Remember Them,Eurylochus,Captain!
The Cyclops Saga,Remember Them,Odysseus,"We must move quickly, we don't have much time"
The Cyclops Saga,Remember Them,Odysseus,He didn't notice I mixed lotus in his wine
The Cyclops Saga,Remember Them,Odysseus,"Mark my words now, this is not the end"
The Cyclops Saga,Remember Them,Eurylochus,"But captain, what'll we do with our fallen friends?"
The Cyclops Saga,Remember Them,Odysseus,Remember them
The Cyclops Saga,Remember Them,Odysseus,Remember them
The Cyclops Saga,Remember Them,Soldiers,Remember them
The Cyclops Saga,Remember Them,Odysseus,When the fire begins to fade
The Cyclops Saga,Remember Them,Odysseus,When the fire begins to fade
The Cyclops Saga,Remember Them,Soldiers,When the fire begins to fade
The Cyclops Saga,Remember Them,Odysseus,For the fallen and afraid
The Cyclops Saga,Remember Them,Odysseus,For the fallen and afraid
The Cyclops Saga,Remember Them,Soldiers,For the fallen and afraid
The Cyclops Saga,Remember Them,Odysseus,We are not to let them die in vain
The Cyclops Saga,Remember Them,Odysseus,We are not to let them die in vain
The Cyclops Saga,Remember Them,Soldiers,We are not to let them die in vain
The Cyclops Saga,Remember Them,Odysseus,Remember them
The Cyclops Saga,Remember Them,Odysseus,Remember them
The Cyclops Saga,Remember Them,Soldiers,Remember them
The Cyclops Saga,Remember Them,Odysseus,We're the ones who carry on
The Cyclops Saga,Remember Them,Odysseus,We're the ones who carry on
The Cyclops Saga,Remember Them,Soldiers,We're the ones who carry on
The Cyclops Saga,Remember Them,Odysseus,The flames of those who've gone
The Cyclops Saga,Remember Them,Odysseus,The flames of those who've gone
The Cyclops Saga,Remember Them,Soldiers,The flames of those who've gone
The Cyclops Saga,Remember Them,Odysseus,And our comrades will not die in vain
The Cyclops Saga,Remember Them,Odysseus,And our comrades will not die in vain
The Cyclops Saga,Remember Them,Soldiers,And our comrades will not die in vain
The Cyclops Saga,Remember Them,Odysseus,I need all our hands on his club
The Cyclops Saga,Remember Them,Odysseus,This is how we're getting out of here
The Cyclops Saga,Remember Them,Odysseus,Use your swords to sharpen the stub
The Cyclops Saga,Remember Them,Odysseus,And turn it to a giant spear
The Cyclops Saga,Remember Them,Soldiers,Let's kill him!
The Cyclops Saga,Remember Them,Odysseus,His body is blocking the path
The Cyclops Saga,Remember Them,Odysseus,If we kill him we'll be stuck inside
The Cyclops Saga,Remember Them,Eurylochus,"Captain, where do we attack him?"
The Cyclops Saga,Remember Them,Odysseus,We gotta stab him in the eye
The Cyclops Saga,Remember Them,Soldiers,Yes sir
The Cyclops Saga,Remember Them,Soldiers,Remember them
The Cyclops Saga,Remember Them,Soldiers,When the fire begins to fade
The Cyclops Saga,Remember Them,Soldiers,For the fallen and afraid
The Cyclops Saga,Remember Them,Soldiers,We are not to let them die in vain
The Cyclops Saga,Remember Them,Odysseus,Remember them
The Cyclops Saga,Remember Them,Soldiers,Remember them
The Cyclops Saga,Remember Them,Odysseus,We're the ones who carry on
The Cyclops Saga,Remember Them,Soldiers,We're the ones who carry on
The Cyclops Saga,Remember Them,Odysseus,The flames of those who've gone
The Cyclops Saga,Remember Them,Soldiers,The flames of those who've gone
The Cyclops Saga,Remember Them,Odysseus,And our comrades will not die in vain
The Cyclops Saga,Remember Them,Soldiers,And our comrades will not die in vain
The Cyclops Saga,Remember Them,Odysseus,Now!
The Cyclops Saga,Remember Them,Odysseus,Scatter!
The Cyclops Saga,Remember Them,Cyclopes,Who hurts you?
The Cyclops Saga,Remember Them,Eurylochus,There are more of them?
The Cyclops Saga,Remember Them,Cyclopes,Who hurts you?
The Cyclops Saga,Remember Them,Odysseus,Hide
The Cyclops Saga,Remember Them,Cyclopes,Who hurts you?
The Cyclops Saga,Remember Them,Eurylochus,"Captain, we should run"
The Cyclops Saga,Remember Them,Odysseus,Wait
The Cyclops Saga,Remember Them,Cyclopes,Who hurts you?
The Cyclops Saga,Remember Them,Eurylochus,"Captain, please"
The Cyclops Saga,Remember Them,Odysseus,Wait
The Cyclops Saga,Remember Them,Polyphemus,"It was Nobody, Nobody"
The Cyclops Saga,Remember Them,Cyclopes,"If nobody hurts you, be silent"
The Cyclops Saga,Remember Them,Polyphemus,Don’t go!
The Cyclops Saga,Remember Them,Odysseus,Let's grab the sheep and away we go
The Cyclops Saga,Remember Them,Athena,Have you forgotten the lessons I taught you?
The Cyclops Saga,Remember Them,Athena,He's still a threat until he's dead
The Cyclops Saga,Remember Them,Athena,Finish it
The Cyclops Saga,Remember Them,Odysseus,No
The Cyclops Saga,Remember Them,Athena,No?
The Cyclops Saga,Remember Them,Odysseus,What good would killing do
The Cyclops Saga,Remember Them,Odysseus,When mercy is a skill more of this world could learn to use
The Cyclops Saga,Remember Them,Odysseus,"My friend is dead, our foe is blind"
The Cyclops Saga,Remember Them,Odysseus,"The blood we shed, it never dries"
The Cyclops Saga,Remember Them,Odysseus,Is this what it means to be a warrior of the mind?
The Cyclops Saga,Remember Them,Athena,Don't!
The Cyclops Saga,Remember Them,Odysseus,"Hey, Cyclops!"
The Cyclops Saga,Remember Them,Odysseus,"When we met, I led with peace"
The Cyclops Saga,Remember Them,Odysseus,While you fed your inner beast
The Cyclops Saga,Remember Them,Odysseus,But my comrades will not die in vain
The Cyclops Saga,Remember Them,Odysseus,Remember them
The Cyclops Saga,Remember Them,Odysseus,The next time that you dare choose not to spare
The Cyclops Saga,Remember Them,Odysseus,Remember them
The Cyclops Saga,Remember Them,Odysseus,Remember us
The Cyclops Saga,Remember Them,Odysseus,Remember me
The Cyclops Saga,Remember Them,Odysseus,I'm the reigning king of Ithaca
The Cyclops Saga,Remember Them,Odysseus,I am neither man nor mythical
The Cyclops Saga,Remember Them,Odysseus,I am your darkest moment
The Cyclops Saga,Remember Them,Odysseus,I am the infamous
The Cyclops Saga,Remember Them,Odysseus,Odysseus
The Cyclops Saga,My Goodbye,Athena,"You were reckless, sentimental at best"
The Cyclops Saga,My Goodbye,Odysseus,"You were reckless, sentimental at best"
The Cyclops Saga,My Goodbye,Athena,That's not a teaching of mine
The Cyclops Saga,My Goodbye,Odysseus,That's not a teaching of mine
The Cyclops Saga,My Goodbye,Athena,"You’ve grown soft, your dead friends can attest"
The Cyclops Saga,My Goodbye,Odysseus,"You’ve grown soft, your dead friends can attest"
The Cyclops Saga,My Goodbye,Athena,Hey!
The Cyclops Saga,My Goodbye,Odysseus,Hey!
The Cyclops Saga,My Goodbye,Athena,Put your emotions aside
The Cyclops Saga,My Goodbye,Odysseus,Put your emotions aside
The Cyclops Saga,My Goodbye,Athena,You're a warrior meant to lead the rest
The Cyclops Saga,My Goodbye,Odysseus,You're a warrior meant to lead the rest
The Cyclops Saga,My Goodbye,Athena,I don't know where I went wrong
The Cyclops Saga,My Goodbye,Odysseus,I don't know where I went wrong
The Cyclops Saga,My Goodbye,Athena,"But I warned ya’, and you failed the test"
The Cyclops Saga,My Goodbye,Odysseus,"But I warned ya’, and you failed the test"
The Cyclops Saga,My Goodbye,Athena,So now I'm gone
The Cyclops Saga,My Goodbye,Odysseus,So now I'm gone
The Cyclops Saga,My Goodbye,Athena,"This way, you'll know what your place is"
The Cyclops Saga,My Goodbye,Odysseus,"This way, you'll know what your place is"
The Cyclops Saga,My Goodbye,Athena,"This way, you can't cross the line"
The Cyclops Saga,My Goodbye,Odysseus,"This way, you can't cross the line"
The Cyclops Saga,My Goodbye,Athena,"This way, when all is over you'll keep yours and I'll keep mine"
The Cyclops Saga,My Goodbye,Odysseus,"This way, when all is over you'll keep yours and I'll keep mine"
The Cyclops Saga,My Goodbye,Athena,"This way, you won't disappoint me"
The Cyclops Saga,My Goodbye,Odysseus,"This way, you won't disappoint me"
The Cyclops Saga,My Goodbye,Athena,"This way, you won't waste my time"
The Cyclops Saga,My Goodbye,Odysseus,"This way, you won't waste my time"
The Cyclops Saga,My Goodbye,Athena,"This way, I’ll close the door"
The Cyclops Saga,My Goodbye,Odysseus,"This way, I’ll close the door"
The Cyclops Saga,My Goodbye,Athena,Consider this as my goodbye
The Cyclops Saga,My Goodbye,Odysseus,Consider this as my goodbye
The Cyclops Saga,My Goodbye,Odysseus,"That’s just lik? you, why should I be surprised?"
The Cyclops Saga,My Goodbye,Odysseus,Selfish and prid?ful and vain
The Cyclops Saga,My Goodbye,Odysseus,"Unlike you, every time someone dies"
The Cyclops Saga,My Goodbye,Odysseus,I'm left to deal with the strain
The Cyclops Saga,My Goodbye,Odysseus,What’s a title that a goddess could lend if I'll never sleep at night?
The Cyclops Saga,My Goodbye,Odysseus,I'll remind you I saw you as a friend
The Cyclops Saga,My Goodbye,Odysseus,But now we're done
The Cyclops Saga,My Goodbye,Odysseus,"This way, you’re out of my head now"
The Cyclops Saga,My Goodbye,Odysseus,"This way, you won't plague my life"
The Cyclops Saga,My Goodbye,Odysseus,"This way, when all is done, you're out of sight and out of mind"
The Cyclops Saga,My Goodbye,Odysseus,"This way, you get what you wanted"
The Cyclops Saga,My Goodbye,Odysseus,"This way, you can save your time"
The Cyclops Saga,My Goodbye,Odysseus,"This way, you close the door and have your damn goodbye"
The Cyclops Saga,My Goodbye,Athena,You're not looking for a mentor
The Cyclops Saga,My Goodbye,Athena,I'm not looking for a friend
The Cyclops Saga,My Goodbye,Athena,I mistook you for a general
The Cyclops Saga,My Goodbye,Athena,What a waste of effort spent
The Cyclops Saga,My Goodbye,Odysseus,At least I know what I'm fighting for
The Cyclops Saga,My Goodbye,Odysseus,While you're fighting to be known
The Cyclops Saga,My Goodbye,Odysseus,Since you claim you're so much wiser
The Cyclops Saga,My Goodbye,Odysseus,Why's your life spent all alone?
The Cyclops Saga,My Goodbye,Odysseus,You're alone
The Cyclops Saga,My Goodbye,Athena,"One day, you'll hear what I'm saying"
The Cyclops Saga,My Goodbye,Athena,"One day, you might understand"
The Cyclops Saga,My Goodbye,Athena,"One day, but not today, for after all you're"
The Cyclops Saga,My Goodbye,Ensemble,Just a man
The Cyclops Saga,My Goodbye,Athena,"This day, you sever your own head"
The Cyclops Saga,My Goodbye,Ensemble,"This day, you sever your own head"
The Cyclops Saga,My Goodbye,Athena,"This day, you cut the line"
The Cyclops Saga,My Goodbye,Ensemble,"This day, you cut the line"
The Cyclops Saga,My Goodbye,Athena,"This day, you lost it all"
The Cyclops Saga,My Goodbye,Ensemble,"This day, you lost it all"
The Cyclops Saga,My Goodbye,Athena,Consider this as my goodbye
The Cyclops Saga,My Goodbye,Ensemble,Consider this as my goodbye
The Cyclops Saga,My Goodbye,Athena,Ohh
The Cyclops Saga,My Goodbye,Ensemble,Ohh
The Cyclops Saga,My Goodbye,Athena,Consider this as my goodbye
The Cyclops Saga,My Goodbye,Ensemble,Consider this as my goodbye
The Cyclops Saga,My Goodbye,Athena,Ohh
The Cyclops Saga,My Goodbye,Ensemble,Ohh
The Cyclops Saga,My Goodbye,Athena,This is my goodbye
The Cyclops Saga,My Goodbye,Ensemble,This is my goodbye
The Cyclops Saga,My Goodbye,Athena,Ohh
The Cyclops Saga,My Goodbye,Ensemble,Ohh
The Cyclops Saga,My Goodbye,Athena,Consider this as my goodbye
The Cyclops Saga,My Goodbye,Ensemble,Consider this as my goodbye
The Cyclops Saga,My Goodbye,Athena,Ohh
The Cyclops Saga,My Goodbye,Ensemble,Ohh
The Cyclops Saga,My Goodbye,Athena,This is my goodbye
The Cyclops Saga,My Goodbye,Ensemble,This is my goodbye
The Ocean Saga,Storm,Odysseus,These waves and tides
The Ocean Saga,Storm,Odysseus,Have grown in strength and size
The Ocean Saga,Storm,Odysseus,Is it nature or divine
The Ocean Saga,Storm,Odysseus,Or a blessing in disguise?
The Ocean Saga,Storm,Odysseus,Our home's in sight
The Ocean Saga,Storm,Odysseus,This storm's our final fight
The Ocean Saga,Storm,Odysseus,There's no time to die
The Ocean Saga,Storm,Odysseus,Comrades?
The Ocean Saga,Storm,Soldiers,Sir!
The Ocean Saga,Storm,Odysseus,Brace for a storm
The Ocean Saga,Storm,Soldiers,Brace for a storm
The Ocean Saga,Storm,Odysseus,Storm
The Ocean Saga,Storm,Soldiers,Storm
The Ocean Saga,Storm,Odysseus,The likes of which we've never seen before
The Ocean Saga,Storm,Soldiers,The likes of which we've never seen before
The Ocean Saga,Storm,Odysseus,Brace for a storm
The Ocean Saga,Storm,Soldiers,Brace for a storm
The Ocean Saga,Storm,Odysseus,Storm
The Ocean Saga,Storm,Soldiers,Storm
The Ocean Saga,Storm,Odysseus,"With home so close, we must keep pushing forward"
The Ocean Saga,Storm,Soldiers,"With home so close, we must keep pushing forward"
The Ocean Saga,Storm,Odysseus,Full speed ahead
The Ocean Saga,Storm,Soldiers,Full speed ahead
The Ocean Saga,Storm,Odysseus,Head towards the island but avoid the crashing waves
The Ocean Saga,Storm,Odysseus,Tread where the tide is flat and then you will be saf?
The Ocean Saga,Storm,Eurylochus,"Captain, we will capsize with thes? waves, our fleet will fail"
The Ocean Saga,Storm,Odysseus,"Have them follow my ship, I'll ensure that we prevail"
The Ocean Saga,Storm,Odysseus,Storm
The Ocean Saga,Storm,Soldiers,Storm
The Ocean Saga,Storm,Odysseus,Storm
The Ocean Saga,Storm,Soldiers,Storm
The Ocean Saga,Storm,Eurylochus,We're taking too much damage to survive
The Ocean Saga,Storm,Odysseus,We'll beat this storm
The Ocean Saga,Storm,Soldiers,We'll beat this storm
The Ocean Saga,Storm,Odysseus,Storm
The Ocean Saga,Storm,Soldiers,Storm
The Ocean Saga,Storm,Eurylochus,"At this rate, we won't make it out alive"
The Ocean Saga,Storm,Perimedes,"Captain, look!"
The Ocean Saga,Storm,Odysseus,An island in the sky
The Ocean Saga,Storm,Eurylochus,An island in the sky
The Ocean Saga,Storm,Odysseus,"Eurylochus, grab the harpoons"
The Ocean Saga,Storm,Odysseus,As many as you can find
The Ocean Saga,Storm,Eurylochus,What do you have in mind?
The Ocean Saga,Storm,Odysseus,We're gonna shoot for the sky
The Ocean Saga,Storm,Eurylochus,What?
The Ocean Saga,Storm,Soldiers,"Storm, storm"
The Ocean Saga,Storm,Odysseus,Everyone grab a harpoon and aim it high
The Ocean Saga,Storm,Soldiers,"Storm, storm"
The Ocean Saga,Storm,Odysseus,We're shooting for the island in the sky
The Ocean Saga,Storm,Odysseus,In the sky
The Ocean Saga,Storm,Soldiers,"Storm, storm"
The Ocean Saga,Luck Runs Out,Eurylochus,Please don't tell me you're about to do what I think you'll do
The Ocean Saga,Luck Runs Out,Odysseus,"You've heard the?legends?of the island?in the sky, this proves they're?true"
The Ocean Saga,Luck Runs Out,Odysseus,We're in the home of the wind god
The Ocean Saga,Luck Runs Out,Eurylochus,We don't know for sure
The Ocean Saga,Luck Runs Out,Odysseus,How many floating islands have you seen before?
The Ocean Saga,Luck Runs Out,Odysseus,This is the home of the wind god
The Ocean Saga,Luck Runs Out,Eurylochus,And what's your plan?
The Ocean Saga,Luck Runs Out,Odysseus,I'm gonna climb to the top and ask 'em for a hand
The Ocean Saga,Luck Runs Out,Eurylochus,You could be caught off guard and lose your life
The Ocean Saga,Luck Runs Out,Eurylochus,Or piss off this god and infuse us with strife
The Ocean Saga,Luck Runs Out,Eurylochus,Don't forget how dangerous the gods are
The Ocean Saga,Luck Runs Out,Odysseus,"Have faith, friend, we've come this far"
The Ocean Saga,Luck Runs Out,Eurylochus,"Yes, but how much longer til your luck runs out?"
The Ocean Saga,Luck Runs Out,Crew,"Yes, but how much longer til your luck runs out?"
The Ocean Saga,Luck Runs Out,Eurylochus,How much longer 'til the show goes south?
The Ocean Saga,Luck Runs Out,Crew,How much longer 'til the show goes south?
The Ocean Saga,Luck Runs Out,Eurylochus,How much longer 'til we all fall down?
The Ocean Saga,Luck Runs Out,Crew,How much longer 'til we all fall down?
The Ocean Saga,Luck Runs Out,Eurylochus,"You rely on wit, and people die on it, woah"
The Ocean Saga,Luck Runs Out,Crew,"You rely on wit, and people die on it, woah"
The Ocean Saga,Luck Runs Out,Odysseus,I still believe in goodness
The Ocean Saga,Luck Runs Out,Odysseus,I still believe that we could be kind
The Ocean Saga,Luck Runs Out,Odysseus,"Lead from the heart, and see what starts"
The Ocean Saga,Luck Runs Out,Eurylochus,And what will we do when it tears us apart?
The Ocean Saga,Luck Runs Out,Odysseus,"Where is this coming from, my friend?"
The Ocean Saga,Luck Runs Out,Eurylochus,I just don't wanna see another life end
The Ocean Saga,Luck Runs Out,Eurylochus,You're like the brother I could never do without
The Ocean Saga,Luck Runs Out,Odysseus,And suddenly you doubt that I could figure this out?
The Ocean Saga,Luck Runs Out,Eurylochus,"Captain, how much longer til your luck runs out?"
The Ocean Saga,Luck Runs Out,Crew,"Captain, how much longer til your luck runs out?"
The Ocean Saga,Luck Runs Out,Eurylochus,How much longer 'til the show goes south?
The Ocean Saga,Luck Runs Out,Crew,How much longer 'til the show goes south?
The Ocean Saga,Luck Runs Out,Eurylochus,How much longer 'til we all fall down?
The Ocean Saga,Luck Runs Out,Crew,How much longer 'til we all fall down?
The Ocean Saga,Luck Runs Out,Eurylochus,"You rely on wit, and people die on it, woah"
The Ocean Saga,Luck Runs Out,Crew,"You rely on wit, and people die on it, woah"
The Ocean Saga,Luck Runs Out,Eurylochus,How much longer 'til the snake breaks free?
The Ocean Saga,Luck Runs Out,Crew,How much longer 'til the snake breaks free?
The Ocean Saga,Luck Runs Out,Eurylochus,How much longer 'til your great days cease?
The Ocean Saga,Luck Runs Out,Crew,How much longer 'til your great days cease?
The Ocean Saga,Luck Runs Out,Eurylochus,How much longer 'til your strength takes leave?
The Ocean Saga,Luck Runs Out,Crew,How much longer 'til your strength takes leave?
The Ocean Saga,Luck Runs Out,Eurylochus,"You rely on wit, and people die on it, woah"
The Ocean Saga,Luck Runs Out,Crew,"You rely on wit, and people die on it, woah"
The Ocean Saga,Luck Runs Out,Odysseus,Thank you for the concern but brother I can assure you
The Ocean Saga,Luck Runs Out,Odysseus,Our journey is almost done
The Ocean Saga,Luck Runs Out,Odysseus,I understand that we're tired
The Ocean Saga,Luck Runs Out,Odysseus,I understand that we're fazed
The Ocean Saga,Luck Runs Out,Odysseus,But don't forget how much we've already faced
The Ocean Saga,Luck Runs Out,Odysseus,I took six hundred men to war and not one of them died there
The Ocean Saga,Luck Runs Out,Odysseus,In case you needed a reminder
The Ocean Saga,Luck Runs Out,Odysseus,"If you'd like to speak more, let me pull you aside then"
The Ocean Saga,Luck Runs Out,Odysseus,I need to talk to you in private
The Ocean Saga,Luck Runs Out,Odysseus,I can't have you planting seeds of doubt
The Ocean Saga,Luck Runs Out,Odysseus,I can't have you disagreeing each route
The Ocean Saga,Luck Runs Out,Odysseus,I need you to always be devout and comply with this
The Ocean Saga,Luck Runs Out,Odysseus,Or we'll all die in this
The Ocean Saga,Luck Runs Out,Odysseus,Okay?
The Ocean Saga,Luck Runs Out,Eurylochus,Okay
The Ocean Saga,Luck Runs Out,Odysseus,Thank you
The Ocean Saga,Keep Your Friends Close,Odysseus,"Great wind god, Aeolus"
The Ocean Saga,Keep Your Friends Close,Odysseus,I don't know if you know this
The Ocean Saga,Keep Your Friends Close,Odysseus,But our path to home is blocked by an impenetrable storm
The Ocean Saga,Keep Your Friends Close,Odysseus,I ask for your assistance
The Ocean Saga,Keep Your Friends Close,Odysseus,So we at last can go the distance
The Ocean Saga,Keep Your Friends Close,Odysseus,Can you cast the perfect winds for us and aid our journey home?
The Ocean Saga,Keep Your Friends Close,Aeolus,Ha ha ha
The Ocean Saga,Keep Your Friends Close,Aeolus,"I am the wind, twisting and turning"
The Ocean Saga,Keep Your Friends Close,Aeolus,I give the fire enough to stay burning
The Ocean Saga,Keep Your Friends Close,Aeolus,Let's play a game
The Ocean Saga,Keep Your Friends Close,Odysseus,A game?
The Ocean Saga,Keep Your Friends Close,Aeolus,That's what I'm serving
